,volume,faces,edges,vertices,pred_volume,pred_faces,pred_edges,pred_vertices
86,329.1339712191954,9,22,16,477129.44,10.981888,26.219322,18.600542
87,267.3055195803642,9,27,18,533663.75,11.313435,26.900196,19.121624
88,37976.11371438237,222,656,435,-2261425.8,257.5275,737.5105,482.2248
89,96951.59791479888,101,301,200,3565369.8,120.29259,341.7104,219.9419
90,43418.09433827415,17,39,26,143406.02,20.561373,46.52809,30.596624
91,754.6541360048759,1,2,1,416616.4,0.65854883,1.2163485,0.123950034
92,11128.490879869143,4,6,4,1026539.06,4.5356927,6.2934437,4.659653
93,575.1748005379893,136,397,264,1669385.2,161.88525,462.99692,299.54736
94,20935.2424036274,258,768,512,-3845969.8,296.30203,848.5831,556.558
95,494.1602777345206,1,2,1,416449.6,0.6585208,1.2160641,0.12387267
96,14521824.478903877,2,6,4,8864140.0,1.8710396,4.0614395,3.119617
97,1890.102509185228,1,2,1,417205.3,0.6586466,1.2173527,0.12423485
98,2720.23544237344,16,40,28,158878.94,20.056612,45.248627,29.773264
99,10012.118545429856,16,42,28,166559.23,19.821342,44.65502,29.390942
100,2830.3414946995063,1,2,1,415069.56,0.6582973,1.2137061,0.12322231
101,53890937.97790561,75,215,142,5236772.0,89.78958,250.28252,161.69766
102,40515.59020893792,1,2,1,417133.12,0.65863526,1.2171985,0.12419672
103,11402561.498559808,77,217,142,5117282.0,91.962814,256.79614,165.84335
104,9846.540861897269,16,40,28,158878.94,20.056593,45.248577,29.773228
105,229828.388002726,6,12,8,816399.5,6.704546,12.493403,8.690749
106,4733.308935750185,14,30,22,364729.3,17.483223,39.31705,26.262241
107,10721.892082361352,14,30,22,364570.0,17.48487,39.32078,26.264399
108,259847.48230986448,116,342,227,2639521.2,138.4336,395.66113,254.722
109,135032.05054958278,12,30,20,684702.25,14.141277,32.288685,22.31349
110,144440.46947618172,150,442,293,1001103.06,178.07304,509.4782,330.4828
111,3513.9045109462822,1,2,1,416420.3,0.65851545,1.2160195,0.12385921
112,267.3055195803642,9,27,18,533663.06,11.313434,26.900198,19.121622
113,9593.806044917492,10,26,20,615120.06,11.724805,27.667427,19.705257
114,1101.3710533082435,1,2,1,416499.97,0.65852857,1.2161498,0.12389621
115,229444.3626015288,6,12,8,816375.7,6.7041807,12.492235,8.689951
116,71196.61939773346,9,24,18,456496.6,10.778136,25.644651,18.156248
117,61777.2245429359,99,291,194,3571840.2,120.181366,341.38205,219.73322
118,339.8284709341118,1,2,1,416604.8,0.65854645,1.2163211,0.12394555
119,7685.228126970125,1,2,1,417510.3,0.65869665,1.2178737,0.124378376
120,16730.40842897082,6,14,10,829385.4,6.953022,13.287731,9.245227
121,65101.49435974944,24,68,49,287061.06,30.128525,76.62877,50.29014
122,138.6080269983961,19,47,31,150621.98,21.980865,50.462845,33.184772
123,138.60802699839545,19,47,31,150652.62,21.981304,50.464333,33.185726
124,10147.612560192512,17,39,26,143421.67,20.560904,46.5269,30.595858
125,150567.20529081428,17,39,26,143413.5,20.561192,46.527634,30.596334
126,2729.2475544508243,52,147,97,2787854.0,62.840515,172.09557,111.94885
127,513674.4299569947,6,12,8,816489.4,6.7057824,12.497352,8.693475
128,152.14253175448383,32,88,59,263040.47,39.433823,105.415276,69.6809
129,14262.114231711064,6,12,8,816488.0,6.7057414,12.497222,8.69338
130,200948.7061187442,20,54,36,258125.66,24.994099,60.160355,39.60343
131,13610.54485546875,9,21,14,446265.97,10.571733,25.038094,17.728508
132,705.1231478186814,1,2,1,416445.5,0.6585196,1.2160676,0.12387154
133,152962.90840101917,6,12,8,816456.7,6.7052917,12.495792,8.692402
134,27854.58641677268,6,12,8,816498.9,6.7058296,12.49751,8.693575
135,5456.3336585913175,1,2,1,417052.12,0.65862036,1.2170923,0.12416084
136,3265.256477433279,19,36,24,128156.4,21.644585,49.391705,32.4925
137,841.2357804545755,9,22,16,477305.06,10.983574,26.2237,18.603828
138,16915.57873183704,4,6,4,1026714.7,4.53561,6.2933717,4.6596856
139,1457.2750747613677,11,23,16,702072.6,12.264108,28.701212,20.334993
140,3230.888256929308,18,40,26,129357.36,21.083746,47.867233,31.461412
141,5473.023328125,9,21,14,446285.72,10.572123,25.03923,17.729305
142,54214.44637014841,1,2,1,417254.3,0.6586549,1.217411,0.124257274
143,291373.0987120553,33,94,64,332474.25,40.539413,108.56816,71.720695
144,2558.770849698871,1,2,1,417488.53,0.65869427,1.2178291,0.12437053
145,60556.04504245658,14,30,22,364409.3,17.486551,39.324677,26.266638
146,1002.3090769358516,1,2,1,416460.5,0.6585214,1.216088,0.12387715
147,3228.969899321773,4,6,4,1026784.8,4.5355835,6.2933617,4.659717
148,5575.702439688614,35,91,66,500151.94,43.089603,115.84769,76.40068
149,28204.158030333914,14,30,22,364529.8,17.485289,39.321743,26.264946
150,1286.367342347866,16,40,28,158876.89,20.056665,45.248753,29.773344
151,110.14152775510348,16,42,28,166515.66,19.822737,44.658577,29.393229
152,312006.6757607878,24,64,42,291577.6,29.822449,75.65762,49.644997
153,547.7800995373112,1,2,1,414813.6,0.6582544,1.2132742,0.12310008
154,715404.0620827583,6,12,8,816482.56,6.7056847,12.497037,8.693263
155,3565.5285579277133,6,12,8,816415.9,6.7046237,12.493657,8.69094
156,1907.9338070114875,12,27,18,719836.56,13.711024,31.451355,21.873539
157,1560.8673216697812,1,2,1,416283.47,0.6584934,1.2157899,0.12379529
158,864.2968691453054,9,22,16,477109.7,10.981713,26.218884,18.600204
159,11843704.08449198,77,217,142,5117240.5,91.96358,256.79843,165.84485
160,2612.357718231967,1,2,1,414589.6,0.65821743,1.2129076,0.12299243
161,37367.81082919001,75,219,146,5153263.0,91.31116,254.84514,164.601
162,3.4626443364803268,4,6,4,1026823.6,4.535564,6.293341,4.6597195
163,20623.120044000952,98,288,192,3724145.0,117.3478,332.87506,214.30042
164,2567394.0910080075,11,24,16,723278.75,12.49199,29.158667,20.541286
165,6837.384046071864,6,10,7,808318.2,6.555089,12.018871,8.361889
166,28824.06326507459,1,2,1,415295.6,0.65833485,1.2140831,0.12332995
167,263.72443436975453,9,22,16,477123.97,10.981842,26.219204,18.600452
168,267.3055195803642,9,27,18,533663.75,11.3134365,26.900196,19.121626
169,3230.888256929308,18,40,26,129358.72,21.083736,47.86721,31.461395
170,20904.377764582143,108,318,211,3137450.5,128.21608,365.4672,235.1277
171,45162.517015903766,24,68,49,287166.6,30.121597,76.6068,50.275543
172,1430808.1241655166,6,12,8,816392.7,6.704444,12.493072,8.690525
173,120362.92703115828,180,535,357,-453035.06,213.42302,610.9334,398.00833
174,45925.85190942525,17,39,26,143405.33,20.56141,46.528183,30.596687
175,306.70538071196387,1,2,1,416824.03,0.6585828,1.2167015,0.12405095
176,6699.890329907227,11,23,16,702052.2,12.263928,28.700842,20.33483
177,14521824.478903877,2,6,4,8864141.0,1.8710389,4.061436,3.119617
178,314900.14643152896,9,22,16,477109.0,10.981699,26.218828,18.60017
179,5579734.326300938,2,6,4,8864277.0,1.8710682,4.061419,3.1196349
180,13217.69021672627,10,26,20,615099.0,11.724707,27.667253,19.705118
181,3999.2192356573137,9,22,16,477099.47,10.9816065,26.218592,18.599989
182,14521824.478903877,2,6,4,8864141.0,1.8710389,4.061436,3.119617
183,10155.52630372438,6,10,7,808339.3,6.5552564,12.019399,8.362247
184,506159.3461990775,98,284,186,3752529.0,116.83385,331.34274,213.31853
185,57272.22676327591,1,2,1,417154.9,0.65863824,1.2172465,0.12420682
186,24658.711617438188,6,12,8,816516.6,6.706232,12.498788,8.694452
187,45380.9336401833,147,436,291,1122643.1,175.12265,501.0034,324.85123
188,1027348.8599139894,6,12,8,816483.25,6.7056794,12.497023,8.693248
189,286.3933829974309,8,20,14,439926.88,10.031466,23.41403,16.634613
190,513674.4299569947,6,12,8,816400.9,6.704544,12.493397,8.6907425
191,1441.9029411530487,6,9,6,808075.8,6.551552,12.007657,8.35419
192,172192.19593749984,11,24,16,722883.2,12.487216,29.149328,20.536932
193,267.3055195803642,9,27,18,533663.06,11.313435,26.900198,19.121626
194,106.23139479282828,32,88,59,263045.25,39.433903,105.415504,69.681046
195,140.18588139342774,32,88,59,263023.47,39.43349,105.41434,69.68028
196,35044.809257521985,9,22,16,477099.47,10.981616,26.218624,18.600014
197,174226.4959517152,40,105,69,894073.2,48.15945,130.30023,85.52788
198,242.17661147028664,1,2,1,414805.4,0.6582538,1.2132709,0.12309448
199,14613.92331323154,4,6,4,1026593.5,4.5356727,6.293437,4.659679
200,280756.4949375008,11,24,16,722951.94,12.48804,29.150936,20.537682
201,49043.14806575805,12,30,20,684691.4,14.141422,32.288963,22.313643
202,35142.14300150248,9,22,16,477095.38,10.981581,26.218529,18.59994
203,537481.3010146649,53,154,102,2946610.8,64.0175,175.491,114.08926
204,367364.7097985719,45,132,88,1634716.8,54.233086,147.35716,96.30516
205,8628009.500728076,28,76,52,208987.03,35.574726,93.85469,61.803272
206,758211.637587637,6,12,8,816414.5,6.7047596,12.494086,8.691216
207,1271.862173162198,1,2,1,414882.34,0.6582657,1.2133943,0.12313372
208,1009967.528448004,11,24,16,723325.06,12.492556,29.159767,20.541794
209,7644.450982818475,1,2,1,416950.0,0.65860426,1.2169003,0.12410926
210,42.59664984012832,1,2,1,416866.94,0.65858996,1.2167735,0.12406889
211,6132.760119893655,4,6,4,1026702.44,4.535619,6.2933855,4.659699
212,1111.618818530925,12,27,18,719833.8,13.71107,31.451437,21.873577
213,28204.158030333914,14,30,22,364529.8,17.485289,39.321743,26.26495
214,48160.04119175629,1,2,1,414680.16,0.65823174,1.2130412,0.123037286
215,22292.5850426002,128,373,248,2055808.6,152.54306,436.17535,281.69174
216,654.9736369133235,16,42,28,166621.86,19.819275,44.649773,29.387564
217,9937.786277664009,1,2,1,417173.97,0.65864,1.2172705,0.12421691
218,4252875.188789029,11,24,16,721946.4,12.475956,29.127329,20.526707
219,0.4285771957559113,60,164,106,4022219.5,72.14255,198.8975,128.89548
220,8628009.500728076,28,76,52,208987.03,35.574726,93.85469,61.803272
221,21957.27976212556,45,119,76,1594108.0,53.92346,146.4791,95.74308
222,1711.4405770190583,52,151,100,2785125.5,62.8204,172.0375,111.91226
223,13451.94981205455,9,22,16,477095.38,10.9815445,26.218412,18.59986
224,43418.0943382741,17,39,26,143406.69,20.561363,46.528072,30.596611
225,1589673.2319375044,11,24,16,722414.1,12.481573,29.138306,20.53181
226,172844.8988039777,82,222,142,4823716.5,97.30185,272.7979,176.02802
227,93768.42885678672,12,27,18,719820.2,13.711228,31.451738,21.873741
228,2589.1564586228,6,10,7,808404.0,6.5563803,12.02297,8.364692
229,20182.015614863463,267,793,529,-4492963.5,312.23865,894.1619,587.2182
230,1039.509514175165,8,20,14,440041.25,10.028758,23.40558,16.629244
231,197.3314569338037,1,2,1,416716.47,0.65856373,1.216513,0.12399937
232,488.6137477490164,16,42,28,166614.38,19.81953,44.65043,29.387985
233,118.18804515388445,32,88,59,263045.25,39.4339,105.4155,69.681046
234,139.788442485438,80,225,148,4918390.0,95.58007,267.63696,172.74362
235,81834.94030142263,12,30,20,684688.7,14.141456,32.28904,22.313679
236,391088.3124587724,28,78,52,184041.9,37.302097,99.20696,65.50098
237,1138.027097942433,1,2,1,416736.9,0.6585679,1.2165542,0.12400834
238,64916.67774609419,1,2,1,415013.06,0.65828836,1.2135999,0.12319427
239,43062.24112907821,1,2,1,417310.16,0.6586633,1.2175207,0.12428194
240,16817.79216220061,1,2,1,415239.78,0.6583253,1.2139838,0.123301916
241,355419.59935047256,31,88,60,198122.56,38.33058,102.269295,67.62669
242,45.73244005555895,4,6,4,1027485.4,4.5352597,6.2930875,4.6598606
243,141935.86011860438,15,32,21,192546.67,19.412882,43.69029,28.78345
244,418208.42978345416,6,12,8,816425.4,6.7048597,12.494408,8.691441
245,141935.86011860438,15,32,21,192546.67,19.412882,43.69029,28.78345
246,37386.21266533197,6,14,10,829379.25,6.952918,13.2873955,9.244994
247,869.9279889284777,1,2,1,417087.53,0.6586281,1.2171334,0.12417318
248,28524.22846342213,6,12,8,816428.1,6.704875,12.494456,8.691469
249,4831207.707524901,11,24,16,721812.94,12.474321,29.124126,20.525213
250,762.2593867484736,1,2,1,415239.78,0.6583253,1.2139906,0.123301916
251,34850.70248195451,6,12,8,816494.8,6.705878,12.497657,8.693683
252,41766173.65442723,73,213,142,5352835.0,87.67867,243.95567,157.67084
253,5396114.423336579,82,236,156,4749334.5,98.653015,276.8406,178.60484
254,314.40084712228327,17,39,26,143600.05,20.55538,46.51291,30.58687
255,2347.993119128154,11,23,16,702076.06,12.264138,28.701275,20.33502
256,188.01705853237075,9,27,19,493225.28,11.101976,26.497437,18.810305
257,1886.8936830044315,11,23,16,702074.0,12.264122,28.701246,20.335005
258,6625.238765625001,9,21,14,446287.06,10.572147,25.039297,17.729351
259,1072.6080243506567,1,2,1,415052.56,0.6582943,1.2136822,0.12321445
260,27342.006930225107,17,39,26,143418.95,20.560978,46.527092,30.59598
261,177937.6972938726,269,799,533,-4600065.5,314.8747,901.70056,592.2893
262,661250.8065280013,11,24,16,723263.75,12.491827,29.158344,20.541136
263,1886.0832518961488,11,23,16,702061.75,12.264012,28.701012,20.334906
264,4641.095968567742,128,373,248,2055791.0,152.5435,436.17654,281.69257
265,25908.05474775088,4,6,4,1027195.3,4.5353928,6.2932005,4.6598
266,261429.38999686536,24,66,44,262542.8,31.880665,82.19122,54.00536
267,2342.082197380384,1,2,1,416395.8,0.6585119,1.2159749,0.123848
268,2808.8302454629584,10,26,20,615081.25,11.724609,27.667067,19.704979
269,46617.809732155736,34,91,59,391368.97,41.436516,111.12929,73.36713
270,33.65612043209465,4,6,4,1027477.2,4.535263,6.293094,4.6598606
271,2334.8996185572128,6,14,10,829401.75,6.9531927,13.288276,9.2456
272,333.6407364222143,1,2,1,415176.47,0.6583146,1.2138911,0.12327276
273,5369.289840758941,1,2,1,414991.28,0.6582836,1.2135793,0.12318418
274,271000.68112047634,38,97,60,690218.94,45.706146,123.32423,81.12784
275,2294.292584782808,52,147,97,2787867.0,62.84059,172.09581,111.949005
276,1647.2009257817326,1,2,1,414983.78,0.658283,1.2135621,0.12318306
277,1221.434168671586,1,2,1,415075.03,0.6582973,1.2137164,0.12322455
278,14521824.478903877,2,6,4,8864140.0,1.8710396,4.0614395,3.119617
279,5579734.326300938,2,6,4,8864277.0,1.8710682,4.061419,3.119636
280,61.22030139813789,1,2,1,416449.6,0.6585196,1.2160676,0.12387267
281,3458.7490554164187,11,23,16,702080.8,12.264194,28.70139,20.33507
282,297.7131917928415,6,15,11,829423.5,6.953376,13.288852,9.245983
283,12757.251483020316,9,22,16,477083.8,10.981441,26.218155,18.599659
284,665.6799885035748,4,6,4,1026582.6,4.535674,6.2934303,4.659663
285,1392729.3208386295,6,12,8,816485.3,6.705677,12.497013,8.693236
286,235380.37315697444,6,12,8,816513.9,6.706143,12.498507,8.694273
287,16053.347063918764,1,2,1,414595.06,0.658218,1.2129008,0.1229958
288,8408.896081100318,1,2,1,414939.53,0.65827525,1.2134696,0.12316063
289,50889.17891459412,8,18,12,534838.2,9.059316,20.286942,14.520087
290,815.8792085512652,1,2,1,416674.94,0.65855837,1.2164514,0.12397919
291,2732.689635235684,1,2,1,416288.25,0.6584946,1.2158002,0.123797536
292,1474.4779694369631,16,42,28,166568.08,19.820988,44.654118,29.390362
293,1741.285636448079,9,22,16,477119.9,10.981785,26.219048,18.600336
294,52965.67968893734,6,12,8,816487.3,6.705756,12.497267,8.693414
295,29813.358832991995,1,2,1,416832.22,0.6585846,1.2166878,0.124053195
296,4229.779579414448,148,433,288,1079857.9,176.15356,503.96606,326.81723
297,23510.37885245958,1,2,1,417397.28,0.6586782,1.217668,0.12432455
298,209.81326595672488,1,2,1,414485.44,0.65819955,1.2127259,0.122943096
299,100102.7353155085,15,32,21,192547.36,19.412882,43.690304,28.783459
300,20835.705490405075,1,2,1,415458.3,0.65836227,1.2143539,0.12340956
301,280282.4710062543,24,66,44,262476.75,31.885345,82.20607,54.01531
302,810.4311089902822,4,6,4,1027012.9,4.5354757,6.293266,4.6597543
303,357702.03104137914,6,12,8,816400.9,6.7045584,12.493448,8.690777
304,20623.120044000952,98,288,192,3724145.0,117.3478,332.87506,214.3004
305,593015.0100547071,75,219,144,5218240.5,90.12703,251.2941,162.34145
306,1756.1710405974322,1,2,1,414558.28,0.6582103,1.2128459,0.12297898
307,13546.17840014696,69,204,135,5278792.0,83.41918,231.44585,149.67714
308,267.3055195803642,9,27,18,533663.06,11.313433,26.900192,19.121622
309,64936.5709554518,6,12,8,816392.7,6.7044187,12.492996,8.690469
310,9080.060500384296,1,2,1,415066.2,0.6582967,1.2137061,0.12322118
311,40007.0056198887,17,39,26,143406.69,20.561367,46.528072,30.596611
312,8018.843789326922,6,10,7,808405.4,6.5564146,12.023084,8.364766
313,488.32219755205153,4,6,4,1027513.94,4.535243,6.2930636,4.6598573
314,3874.864313319348,9,22,16,477089.94,10.981499,26.218315,18.599777
315,32.604366668591695,4,6,4,1027551.44,4.5352297,6.29306,4.6598706
316,682.5532237182136,4,6,4,1026893.06,4.535529,6.293307,4.6597238
317,5369.289840758938,1,2,1,416580.3,0.65854347,1.2162869,0.12393658
318,95966.6350810012,65,193,128,4780654.0,78.610344,217.48875,140.77289
319,20890.93981257952,6,12,8,816509.8,6.7061615,12.498555,8.6942835
320,1177.437411417388,18,40,26,129366.89,21.083424,47.86641,31.460861
321,715.1189406657877,4,6,4,1027168.1,4.5354013,6.293194,4.659782
322,1145802.374225699,19,44,29,177505.39,22.522064,52.273773,34.394608
323,3577.5145106821888,1,2,1,414568.5,0.65821385,1.212863,0.12298346
324,132581.28032829473,17,39,26,143403.28,20.561502,46.528416,30.59684
325,44845.35670378109,1,2,1,417286.3,0.6586597,1.2174898,0.1242741
326,1704519.622779562,36,102,68,725928.5,46.18112,124.68322,81.98678
327,342290.7415610654,6,12,8,816454.0,6.705226,12.495577,8.692254
328,20137.63530671197,23,59,42,300555.53,28.729877,72.12937,47.326008
329,49108.46595925327,99,291,194,3571783.0,120.18238,341.38507,219.73515
330,118.18804515388445,32,88,59,263046.6,39.4339,105.4155,69.681046
331,53.978331650306586,6,9,6,808085.4,6.551623,12.007887,8.354344
332,523.6966947054678,6,14,10,829382.7,6.9529924,13.2876425,9.245162
333,2956.725369036696,30,78,50,183640.9,37.33277,99.30152,65.56519
334,147952.2697046291,6,12,8,816491.44,6.705837,12.497517,8.693586
335,4160.662743785055,23,63,42,302802.22,28.365837,70.93895,46.543133
336,1640754.783000528,34,96,64,397802.03,41.53349,111.40788,73.547226
337,33910.468469251864,194,576,384,-1006229.94,226.87656,649.547,423.69977
338,5115.230412944642,11,23,16,702065.8,12.264052,28.701096,20.334944
339,141380.6495077872,6,12,8,816411.75,6.7047396,12.49402,8.691164
340,5116.040844052392,11,23,16,702081.5,12.264198,28.701399,20.335073
341,313590.2213938401,53,154,102,2947513.0,64.02419,175.5103,114.101425
342,2081115.0842588567,82,236,156,4752072.0,98.603226,276.6914,178.50986
343,146354.20769606836,181,535,355,-512661.0,214.87572,615.1031,400.78265
344,3923.9938790619935,10,26,20,614968.94,11.724039,27.666004,19.704174
345,4424.18967687003,6,10,7,808334.56,6.555326,12.019626,8.362402
346,380.1573431468184,4,6,4,1027307.0,4.5353403,6.2931523,4.659816
347,502716.9175772121,33,94,64,332474.25,40.539417,108.568184,71.7207
348,145.84591530359106,1,2,1,415181.9,0.6583158,1.2139015,0.12327725
349,1838627.104021808,6,12,8,816468.25,6.705444,12.496276,8.692735
350,45.73244005555895,4,6,4,1027485.4,4.5352607,6.2930875,4.6598606
351,7025.150427438109,16,42,28,166560.6,19.821295,44.654907,29.39087
352,47388.22734922731,6,12,8,816447.8,6.705215,12.495536,8.692216
353,5852150.21603905,11,24,16,722000.2,12.476608,29.128607,20.527304
354,17200.014711341555,1,2,1,415151.97,0.6583116,1.2138432,0.123259306
355,367604.5376967535,98,284,186,3752499.8,116.83435,331.34427,213.31947
356,203803.8665849952,66,192,128,4905273.0,79.695145,220.60463,142.76743
357,1177.437411417388,18,40,26,129366.89,21.08345,47.866474,31.460901
358,506336.7091310148,31,88,60,198273.7,38.33317,102.27669,67.63152
359,21393.171347566284,6,12,8,816438.3,6.704874,12.494463,8.691492
360,2146212.186248275,6,12,8,816485.3,6.705738,12.497215,8.6933775
361,106.23139479282828,32,88,59,263045.94,39.433907,105.41551,69.681046
362,197269.6929395064,6,12,8,816488.7,6.7057824,12.497352,8.693475
363,2714.843665352062,6,10,7,808439.4,6.5567183,12.024043,8.365421
364,10358.067047799064,6,14,10,829382.7,6.9529867,13.287618,9.245147
365,2034.611846929248,18,40,26,129370.3,21.083355,47.866222,31.46074
366,994.8773555687524,19,36,24,128030.445,21.642769,49.385777,32.48871
367,66859.3137368911,17,39,26,143402.61,20.561495,46.5284,30.596832
368,1140539.6544002234,42,120,80,1132633.4,50.16591,135.92702,89.065315
369,1037.4473417847014,9,22,16,477121.25,10.981813,26.219124,18.600395
370,4486413.574827808,2,6,4,8864375.0,1.8710897,4.0613985,3.119646
371,135.5167836774315,1,2,1,416959.53,0.65860546,1.216938,0.124113746
372,51156.66597702128,1,2,1,415216.62,0.65832233,1.2139494,0.12329183
373,689485.1640081779,6,12,8,816474.4,6.7055726,12.496684,8.693012
